数据ID,类别,评论内容,属性,情感标签
TRAIN_25767,电脑/办公,视频清晰度还可以 1.视频时效果很好 2.买的亚马逊自营商品 3.85买的 4.质量出现了问题 视频清晰度还好我家里用了两个月后我来评价了买这摄像头是为了和爸妈聊天之前用的是二三十块钱的摄像头太模糊了选择亚马逊是因为相信亚马逊提供的产品的质量狠狠心就要买c270和微软的skype摄像头了选来选去选了这个价格勉强接受品牌还不错的罗技c170说实话现在我对这个摄像头的质量不满意买来之后就有一个小问题线路接触不良一直没发现偶然视频时打不开有两个星期没和爸妈视频聊天了结果电脑提示usb无法识别弄了好久终于找到了问题————线路接触不良我爸要拆了它我让我爸放在那里寒假回家我弄结果在我不知情的情况下我爸把它拆了结果弄了弄线竟然好使了。 过了一周还是没弄好罗技写着质保三年不知道怎么保修送回去折腾,其他,1
TRAIN_25768,图书音像,水墨风格好看 书好看内容还不错不妨一看,外观,1
TRAIN_25768,图书音像,水墨风格好看 书好看内容还不错不妨一看,内容,1
TRAIN_25769,手机/数码,还不错 除了爱死机其他都挺好的,其他,1
TRAIN_25770,图书音像,很好 英文版的 看着还行 不是那么费事,其他,1
TRAIN_25771,图书音像,感觉不错 很满意并且原版给我的感觉很有韵味,其他,1
TRAIN_25772,图书音像,女儿很喜欢 女儿很喜欢杨红樱的书好,其他,1
TRAIN_25773,图书音像,不知 帮人买的不知道怎么样就知道一个日本人写的……,其他,1
TRAIN_25774,钟表/首饰/眼镜/礼品,还可以 用了将近一个月有时放在家里没有佩戴也没有上劲就停住了。表外观不错很喜欢。就是快24小时快15秒不过作为机械表也可以接受。,其他,1
TRAIN_25775,图书音像,第一次在卓越买书真得很不错 一看价钱那么便宜还很担心是不是书旧了还是纸质不好什么的。昨天下的订单今天下午就受到货了。是正品2011年印刷的真得很新很不错。标价是...结果支付了...真得很铬酸。好评,价格,1
TRAIN_25775,图书音像,第一次在卓越买书真得很不错 一看价钱那么便宜还很担心是不是书旧了还是纸质不好什么的。昨天下的订单今天下午就受到货了。是正品2011年印刷的真得很新很不错。标价是...结果支付了...真得很铬酸。好评,纸张,0
TRAIN_25776,图书音像,一本好书。快递给力 这本书是别人推荐我买的感觉确实不错。,其他,1
TRAIN_25777,图书音像,好看 这本书很值得读哦 千万不要错过拉,外观,1
TRAIN_25778,图书音像,还没怎么看过 这套书都挺不错的不过买了还没怎么看。,其他,1
TRAIN_25779,图书音像,感觉不是很好 感觉像是一些新观点的罗列有些乱,其他,1
TRAIN_25780,图书音像,经典中的经典 每一本我都有跟希望快点出完全集经典中的经典。,其他,1
TRAIN_25781,家用电器,东西不错 打出汁有泡沫其他还好,其他,1
TRAIN_25782,图书音像,还没看 想等这系列出完再看实在太长了本来以为2就完结了,其他,1
TRAIN_25783,图书音像,喜出望外 几位美术方面志同道合朋友都推荐我买这本书。我也情不自禁的购买了。 百分之百的正版而且印刷也非常不错炭笔画这样的清晰度也物有所值。 内容对于我们这样的爱好者来说 一样是受益匪浅内容详细而且生动。 其实你可以不买别的书但是这本书应该拥有一本 总会对你有所帮助。,印刷,1
TRAIN_25784,图书音像,蛮好的 这本书内容新颖形式生动就是听得内容有点难啊,内容,0
TRAIN_25785,图书音像,喜欢 读读才女名著穿越时光。服务很好。,其他,1
TRAIN_25786,电脑/办公,不错 挺好的就是要用其他的软件分盘,其他,1
TRAIN_25787,电脑/办公,不错 还符合自己的想象的还行,其他,1
TRAIN_25788,图书音像,推荐 开头写的叫平淡中间是高潮结尾写的有点不伦不类 有些细节没有交代清楚是作者想要保留悬念和想象的空间嘛 看到中间就知道凶手及大概了不过后面凶手浮现的过程写的有点冗长不太好。 其他还行,其他,1
TRAIN_25789,图书音像,挺好 包装印刷在提高一点就更好了,印刷,1
TRAIN_25790,图书音像,这小说不好看 我是看了艾米 的《山楂树之恋》后才买的这本这小说比山楂树差多了一点都不感人总之不好看,外观,1
TRAIN_25791,手机/数码,目前很满意 本来想在线支付用礼品卡还能省一百多但是想想还是货到比较靠谱。 果然货到靠谱粗糙检查了一下就付款了回去用电脑测坏点阀值30的时候居然都没坏点亮点已经很满意了毕竟没有什么机器是绝对完美的 我不是专业人士可能测得也不是那么专业但是自己开心就行了嘛很喜欢,做工,0
TRAIN_25792,图书音像,物有所值 就那个价格来说实在是很值得。,其他,1
TRAIN_25793,图书音像,注意力集中 通过该书能提高孩子注意力集中,其他,1
TRAIN_25794,电脑/办公,可以 送货很快 只是货物封口已经撕毁 不知道是不是运气好 我买的感觉很好 赞,其他,1
TRAIN_25795,图书音像,很好 很好 很受益,其他,1
TRAIN_25796,服饰服装,柔软舒适 颜色款式和质地都不错非常舒适就是比想象的薄一些。,颜色,1
TRAIN_25796,服饰服装,柔软舒适 颜色款式和质地都不错非常舒适就是比想象的薄一些。,舒适,1
TRAIN_25797,手机/数码,4月份底用了半年来评价。呵呵 价格降了差不多500丫。你妹的。普通家用可以吧,其他,1
TRAIN_25798,电脑/办公,一般 主要是懒得自己去买 就网购了 比一般买的贵,其他,1
TRAIN_25799,手机/数码,用来用去还是这个好 买了好几个充电宝都不怎么样。用来用去还是这个好充电时间久了也不发热很细换这个下次再买个给我老公出差带着,电池,1
TRAIN_25800,图书音像,不知不觉中 被带入了情节里推荐阅读。,其他,1
TRAIN_25801,手机/数码,不错不错 镜头不错虚化效果很好。,相机,1
TRAIN_25802,图书音像,很喜欢 语言犀利有趣王小波的语言真是酣畅淋漓。,其他,1
TRAIN_25803,图书音像,很实惠的 书是古白话的精装的很不错,价格,1
TRAIN_25804,图书音像,作为藏书好一点拿来看、学习恐不太适合 里面所收集的对联分类去谈但主要都是明清两代的而且很多对联对于一般爱好者来说不是很经典大部分都很陌生不容易记住。这本书适合专业研究者。一般的爱好者还是建议买广西师范大学出版社梁羽生的《名联观止》或中华书局的《闲谈写对联》白化文著、《对联入门》谷向阳、刘太品著和《古今行业楹联》刘太品著这几本书所选的对联都是古今比较著名囊括的经典联较多且附有简评和赏析对于一般的爱好者来说无疑是更好的选择。但如果家肥屋润囊中有物这本《楹联丛话》还是可以买回来收藏的。,其他,1
TRAIN_25805,电脑/办公,一切不错 商务加密软件在哪里,其他,1
TRAIN_25806,美妆个护,小朋友必读的好书是正版的印刷质量好 买给儿子看的儿子很喜欢。正版书下次还上亚马逊购物,质量,1
TRAIN_25807,图书音像,满意 给儿子买的 他特喜欢 废寝忘食的几天就看完了 还准备要买,其他,1
TRAIN_25808,图书音像,国内最全面的文集 不错谢谢车文博老师 到处在引用弗洛伊德的字句国内却没有一套像样的弗洛伊德全集不知为什么。这套文集可以稍补遗憾。,其他,1
TRAIN_25809,图书音像,不咋的。如果你是想为了更爱你母亲而读此书的话那我劝你别买了 不咋的。如果你是想为了更爱你母亲而读此书的话那我劝你别买了,其他,0
TRAIN_25810,手机/数码,好评 包不错很轻便D3100装起刚刚好。就是物流慢了。,物流,0
TRAIN_25811,美妆个护,还好吧但她目前只用过一次估计不是很喜欢 还好吧但她目前只用过一次估计不是很喜欢,其他,1
TRAIN_25812,图书音像,貌似盗版 貌似盗版与朋友孩子的有较大差别纸张没那么厚实字体也不够清晰,纸张,1
TRAIN_25812,图书音像,貌似盗版 貌似盗版与朋友孩子的有较大差别纸张没那么厚实字体也不够清晰,排版,1
TRAIN_25813,图书音像,实惠 真实惠还不错好评哦,价格,1
TRAIN_25814,图书音像,很专业了 讲解的很详尽了结构居然写出这厚一本书来确实又不少心得,其他,1
TRAIN_25815,图书音像,还可以 内容很好装帧亦可以,内容,1
TRAIN_25815,图书音像,还可以 内容很好装帧亦可以,封面,1
TRAIN_25816,鞋类箱包,哈哈 商品很不错哟 穿上去感觉很好哟,其他,1
TRAIN_25817,图书音像,目录是错的看到就气 送货倒是很快书的质量就一般啦而且目录的编排是错误的想找到相关的内容还真有点难度而且那个光盘的口语是不全的想要听的没有不想听的都有而且这本书那些对话也比较简单适合初学者英语基础较好的就不需要啦。,内容,0
TRAIN_25818,图书音像,很好 质量不错这套书都很好。,质量,1
TRAIN_25819,手机/数码,好评 相机是全新的包装没问题。给卖家好评,相机,1
TRAIN_25820,图书音像,每天都听 每天晚上睡前都听 放松心情 很快就能入睡,其他,1
TRAIN_25821,图书音像,挺好的 就是适合大点的孩子看,其他,1
TRAIN_25822,电脑/办公,很喜欢 价格便宜 很喜欢 价格便宜 做工也很好,价格,1
TRAIN_25823,图书音像,怪才鬼才人才。 第一次听到思思老师的名字是在快乐大本营的节目上当时觉得这个老师很有个性。都说他在新东方讲课讲的一级棒。 可惜路遇遥远不能亲自去上思思老师的课。经常关注思思老师的视频微博发现思思老师出书了立刻买下。回家一边看一边笑一边记笔记。 并且把思思老师的咒语。写在我家墙上了现在背单词也很有动力。 原来英语也可以这样学。真是太神奇了。,其他,1
TRAIN_25824,图书音像,评价 东西很不错包装精美。,包装,1
TRAIN_25825,图书音像,好书 如果非要对这本书给个评价的话我只有一个字好 社会的浮夸人们对于金钱的崇拜真爱存在的艰难书里都写得很清楚了。盖茨比死后给他送葬的竟然只有那个“戴着猫头鹰一样眼镜的男人”生前有钱的时候却是夜夜笙歌……人的拜金心理一目了然。 然而让我最难受的不是这个而是黛西在这个时候不知所踪了做人做到这个份上也太让人BS了吧,其他,1
TRAIN_25826,图书音像,对于初学者挺有用 对于初学者挺有用如果玩摄影3年或以上就不推荐买了,其他,1
TRAIN_25827,图书音像,非常好 很漂亮的书内容也喜欢以前补水补得少了从现在开始补,外观,1
TRAIN_25827,图书音像,非常好 很漂亮的书内容也喜欢以前补水补得少了从现在开始补,内容,1
TRAIN_25828,图书音像,无 我早先买过一本《泰戈尔散文诗全集》或类似的名字感觉很好但是后来找不到了。 选择这本书是出于对译者的信赖。 排版有些紧凑对于我这种除了文字还要一点环境来点缀的人来讲多少有点不习惯因为我最早读的排版感觉要宽敞一些彷佛找不到当初的那份美感。 也许仅仅是出于一种处的情结。,其他,1
TRAIN_25829,图书音像,很好。 很好。 结局不错。,其他,1
TRAIN_25830,图书音像,还不错很有用 window technologies的相关内容介绍的很详细,其他,1
TRAIN_25831,家居生活,有味道卖家服务态度不错允许退货 有机油的味道用洗衣服洗了晾了也有味道。因为洗过了卖家说可能是印刷的味道再洗了晒晒如果还有味道可以申请退货。不错的卖家,其他,0
TRAIN_25832,图书音像,好书 这是一本值得购买的好书,其他,1
TRAIN_25833,电脑/办公,物有所值 不错物有所值。下次可能还要,其他,1
TRAIN_25834,电脑/办公,不错 声音很小作为nas盘使用很不错,音质,0
TRAIN_25835,手机/数码,真心不值得买 自己没买过但是别人找我root的时候才知道它有多糟糕。 实际上它的机身内存只有200M不到也就是说装不了几款软件或许有人说软件可以装在SD卡里呀但是所有的软件都能装在SD卡 root前想用豌豆荚备份一下通讯录居然内存不足无法安装。人家找我root就是为了删系统应用来节省机身内存但是很多系统应用是不能删的。,价格,0
TRAIN_25836,图书音像,很好 有计划性希望听力有所进步,其他,1
TRAIN_25837,图书音像,还没来得及看 虽然我还没来得急全看完单页看了一些感觉挺好的。就是外国人的语言方式和我们中国人的不太一样总觉得有一点别扭。,其他,1
TRAIN_25838,家居生活,性价比高 性价比可以值这个价格。,价格,1
TRAIN_25839,美妆个护,很不错 很不错蛮实惠的。快递也很快的。很满意,价格,1
TRAIN_25840,图书音像,给10岁小孩 送给十岁的小朋友厚厚的一本装了个大盒子有塑胶膜没拆开不过去问了他说还是挺好看的,外观,1
TRAIN_25841,图书音像,很好看 我很喜欢这部漫画内容很好希望很快有下一部,外观,1
TRAIN_25841,图书音像,很好看 我很喜欢这部漫画内容很好希望很快有下一部,内容,1
TRAIN_25842,电脑/办公,机器不错卖家还送鼠标和电脑包好评 机器不错卖家还送鼠标和电脑包好评,其他,1
TRAIN_25843,图书音像,尽量短那就一个字好 挺好书本身质量不错。我买这书就是跟其他书对照看内容好,质量,1
TRAIN_25843,图书音像,尽量短那就一个字好 挺好书本身质量不错。我买这书就是跟其他书对照看内容好,内容,1
