category_str,评论内容_clean,text_clean_char,attributes,attributes_list,labels,aspects_hit
电脑/办公,买之前看评论说有怀疑这本书的正伪但到手后发现其确是正版无疑。而且内容太感人了温情脉脉。,买 前 看 评 说 怀 疑 书 正 伪 手 后 发 现 确 正 版 无 疑 内 容 太 感 人 温 情 脉 脉,"[{""aspect"": ""质量"", ""polarity"": 1}, {""aspect"": ""描述"", ""polarity"": 1}]","[('质量', 1), ('描述', 1)]","1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0","质量,描述"
图书音像,是第二次从卓越上订书了两次的质量都很好速度也很快··不过这次出了一点小意外不过·卓越滴态度很好圆满解决滴哈顶赞ing,二 次 卓 越 上 订 书 两 次 质 量 都 很 好 速 度 很 快 不 次 出 点 小 意 外 不 卓 越 滴 态 度 很 好 圆 满 解 决 滴 顶 赞 ing,"[{""aspect"": ""服务"", ""polarity"": 1}]","[('服务', 1)]","0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0",服务
图书音像,此书不值得出版内容抄袭肖宗六的《学校管理学》没有新意。不知道能不能退货我是第一次在亚马逊买书。当然亚马逊网站还是好的。,书 不 值 出 版 内 容 抄 袭 肖 宗 六 学 校 理 学 没 新 意 不 知 道 不 退 货 次 亚 马 逊 买 书 然 亚 马 逊 网 站 还 好,"[{""aspect"": ""价格"", ""polarity"": 0}]","[('价格', 0)]","0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0",价格
图书音像,包装的好书质量很好送货很快总之很好。亚马逊很少让我失望。,包 装 好 书 质 量 很 好 送 货 很 快 总 很 好 亚 马 逊 很 少 失,"[{""aspect"": ""质量"", ""polarity"": 1}]","[('质量', 1)]","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",质量
家用电器,便宜又实用的产品每天早晨烤个面包什么的还是很快的。不足就是烤炉内壁不是很易清洁每次烤完面包后都要倾倒半天好在炉子本身不重不然就麻烦了。,便 宜 实 产 品 天 早 晨 烤 面 包 什 还 很 快 不 足 烤 炉 内 壁 不 很 易 清 洁 次 烤 完 面 包 后 都 倾 倒 半 天 好 炉 子 身 不 重 不 然 麻 烦,"[{""aspect"": ""价格"", ""polarity"": 1}]","[('价格', 1)]","0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0",价格
其他,没抛光割伤手脚了倒霉两三个伤口我自己后来抛光坑爹,没 抛 光 割 伤 手 脚 倒 霉 两 三 伤 口 后 抛 光 坑 爹,"[{""aspect"": ""价格"", ""polarity"": 0}]","[('价格', 0)]","0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0",价格
图书音像,很美小说里的每个孩子都那么善良、纯真。,很 美 小 说 里 孩 子 都 善 良 纯 真,"[{""aspect"": ""外观"", ""polarity"": 1}]","[('外观', 1)]","0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0",外观
手机/数码,手机昨天拿到手感觉还行两块电池待机应该还好觉着两天没问题吧还没充满试过 说下缺点手机重量轻了点感觉比较单薄 自带QQ居然需要SD卡才能使用但是我安装的其他Java软件没有SD卡也照样可以用不知道怎么会这样设置 总的来说手机便宜运行还算流畅功能蛮齐全的物超所值的备用机,手 机 昨 天 手 感 觉 还 行 两 块 电 池 机 应 还 好 觉 两 天 没 问 题 还 没 充 满 试 说 下 缺 点 手 机 重 量 轻 点 感 觉 单 薄 带 QQ 居 然 需 SD 卡 才 使 安 装 Java 软 件 没 SD 卡 样 不 知 道 会 样 设 置 总 说 手 机 便 宜 运 行 还 算 流 畅 功 蛮 齐 全 物 超 值 备 机,"[{""aspect"": ""价格"", ""polarity"": 1}]","[('价格', 1)]","0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0",价格
图书音像,质量不错在书的封面内侧有点伤。内容依然不过多评价。只想看看文化大革命的部分前部分充满了狼的血液还没看完对后部分的内容很渴求求真相。,质 量 不 错 书 封 面 内 侧 点 伤 内 容 然 不 评 价 只 想 看 看 文 化 大 革 命 部 分 前 部 分 充 满 狼 血 液 还 没 看 完 后 部 分 内 容 很 渴 求 求 真 相,"[{""aspect"": ""质量"", ""polarity"": 1}]","[('质量', 1)]","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",质量
图书音像,我是在2011年01月20号订的“亮剑”这本书。 1. 我对商品收到的时间不满意。这个书过了5天才到。就是2011年01年25号才收到。 2. 我对商品收到后质量不满意。这个书收到后都有折痕的。 3. 快件公司的服务态度很差。,2011 年 01 月 20 号 订 亮 剑 书 1 商 品 收 时 间 不 满 意 书 5 天 才 2011 年 01 年 25 号 才 收 2 商 品 收 后 质 量 不 满 意 书 收 后 都 折 痕 3 快 件 公 司 服 务 态 度 很 差,"[{""aspect"": ""服务"", ""polarity"": 0}]","[('服务', 0)]","0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0",服务
其他,外观很漂亮的一款耳机摸起来很有质感声音虽然不是特别完美但是足够用了我觉的不比200多元的差,外 观 很 漂 亮 款 耳 机 摸 很 质 感 声 音 然 不 特 完 美 足 够 觉 不 200 元 差,"[{""aspect"": ""外观"", ""polarity"": 1}]","[('外观', 1)]","0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0",外观
图书音像,有曹操的注嘿嘿好书其实是外行看热闹的不过看到众多评论说此版的孙子兵法好我就买了 封面很素雅是我喜欢的 内页质量很好 印刷很好 送货很快,曹 操 注 好 书 实 外 行 看 热 闹 不 看 众 评 说 版 孙 子 兵 法 好 买 封 面 很 素 雅 喜 欢 内 页 质 量 很 好 印 刷 很 好 送 货 很 快,"[{""aspect"": ""质量"", ""polarity"": 1}]","[('质量', 1)]","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",质量
图书音像,一个人住的生活就是这样子。,人 住 生 活 样 子,"[{""aspect"": ""外观"", ""polarity"": 1}]","[('外观', 1)]","0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0",外观
图书音像,很好看的小书韦尔贝的这些短篇小说尽管涉及到的大都是科幻题材想象力汪洋恣肆在看似不可能的世界与真实世界之间穿梭自如但这些小说的写法给人的印象却十分简单平实而且在这种简单平实中又不时带有讽喻的意味这种难得的优异的写作品质实在令人折服和赞叹。,很 好 看 小 书 韦 尔 贝 些 短 篇 小 说 涉 大 都 科 幻 题 材 想 象 力 汪 洋 恣 肆 看 似 不 世 界 真 实 世 界 间 穿 梭 些 小 说 写 法 人 印 象 却 十 分 简 单 平 实 简 单 平 实 中 不 时 带 讽 喻 意 味 难 优 异 写 作 品 质 实 令 人 折 服 赞 叹,"[{""aspect"": ""外观"", ""polarity"": 1}]","[('外观', 1)]","0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0",外观
图书音像,发货很快很喜欢。而且适合34年级学生。,发 货 很 快 很 喜 欢 适 合 34 年 级 学 生,"[{""aspect"": ""物流"", ""polarity"": 1}]","[('物流', 1)]","0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0",物流
图书音像,很好看的故事学生时代的爱情能走到结婚是多么骄傲的一件事。。。,很 好 看 事 学 生 时 代 爱 情 走 结 婚 骄 傲 件 事,"[{""aspect"": ""外观"", ""polarity"": 1}]","[('外观', 1)]","0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0",外观
图书音像,这书太难找了偏偏我们外教要用这书 估计卓越也是找了半天发的书虽然不是很新了不过我已经很知足了…… 呵呵……,书 太 难 找 偏 偏 外 教 书 估 计 卓 越 找 半 天 发 书 然 不 很 新 不 已 很 知 足,"[{""aspect"": ""物流"", ""polarity"": 1}, {""aspect"": ""质量"", ""polarity"": 0}]","[('物流', 1), ('质量', 0)]","0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0","物流,质量"
图书音像,书的质量很好内容很适合初学者,书 质 量 很 好 内 容 很 适 合 初 学,"[{""aspect"": ""质量"", ""polarity"": 1}]","[('质量', 1)]","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",质量
图书音像,物美价廉板式超级喜爱,物 美 价 廉 板 式 超 级 喜 爱,"[{""aspect"": ""价格"", ""polarity"": 1}]","[('价格', 1)]","0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0",价格
图书音像,非常非常好看的一本书推荐给所有像我一样开始对佛教产生兴趣的朋友们。,非 常 非 常 好 看 书 推 荐 样 开 始 佛 教 产 生 兴 趣 朋 友,"[{""aspect"": ""外观"", ""polarity"": 1}]","[('外观', 1)]","0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0",外观
图书音像,不错书是正版的而且价格也便宜,不 错 书 正 版 价 格 便 宜,"[{""aspect"": ""价格"", ""polarity"": 1}]","[('价格', 1)]","0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0",价格
手机/数码,除了后盖有点不好开右边后盖有吱吱声音我不喜欢自己在淘宝上买了个后盖换了。,后 盖 点 不 好 开 右 后 盖 声 音 不 喜 欢 淘 宝 上 买 后 盖 换,"[{""aspect"": ""质量"", ""polarity"": 0}]","[('质量', 0)]","0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0",质量
图书音像,包装好崭新崭新的内容也很是不错满意,包 装 好 崭 新 崭 新 内 容 很 不 错 满 意,"[{""aspect"": ""包装"", ""polarity"": 1}]","[('包装', 1)]","0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0",包装
电脑/办公,还不错就是开始用的时候 有点不活跃。。。,还 不 错 开 始 时 候 点 不 活 跃,"[{""aspect"": ""质量"", ""polarity"": 0}]","[('质量', 0)]","0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0",质量
图书音像,质量不错纸质也好内容也很详细,质 量 不 错 纸 质 好 内 容 很 详 细,"[{""aspect"": ""质量"", ""polarity"": 1}]","[('质量', 1)]","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",质量
图书音像,好书廉价珍藏版挺实惠与其到那些网站上浏览不如买这本书系统地看。,好 书 廉 价 珍 藏 版 挺 实 惠 些 网 站 上 浏 览 不 买 书 系 统 看,"[{""aspect"": ""价格"", ""polarity"": 1}]","[('价格', 1)]","0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0",价格
手机/数码,快门速度很快喀喀喀的机器是金属外壳的很沉很光滑.建议配个原装包,快 门 速 度 很 快 喀 喀 喀 机 器 金 属 外 壳 很 沉 很 光 滑 建 议 配 原 装 包,"[{""aspect"": ""物流"", ""polarity"": 1}]","[('物流', 1)]","0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0",物流
手机/数码,佳能就是让人放心超值,佳 人 放 心 超 值,"[{""aspect"": ""价格"", ""polarity"": 1}]","[('价格', 1)]","0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0",价格
图书音像,字体不清晰 纸张质量堪忧,字 体 不 清 晰 纸 张 质 量 堪 忧,"[{""aspect"": ""质量"", ""polarity"": 0}]","[('质量', 0)]","0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0",质量
美妆个护,便宜好用清爽适合夏天,便 宜 好 清 爽 适 合 夏 天,"[{""aspect"": ""价格"", ""polarity"": 1}]","[('价格', 1)]","0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0",价格
美妆个护,护手霜本身蛮好用的也挺实惠的但是卓越这次的送货速度实在是太慢了说了26号到货我等到28号才收到。 当时我明明勾选了工作日休息日均可送货,护 手 霜 身 蛮 好 挺 实 惠 卓 越 次 送 货 速 度 实 太 慢 说 26 号 货 28 号 才 收 时 明 明 勾 选 工 作 日 休 息 日 均 送 货,"[{""aspect"": ""价格"", ""polarity"": 1}]","[('价格', 1)]","0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0",价格
图书音像,插图还是比较多的 对竹久可以了解的更多了 要是插图质量更精美些就更好了,插 图 还 竹 久 解 更 插 图 质 量 更 精 美 些 更 好,"[{""aspect"": ""包装"", ""polarity"": 1}]","[('包装', 1)]","0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0",包装
图书音像,书本的质量很好不过送人的内容没看过以后再来评,书 质 量 很 好 不 送 人 内 容 没 看 后 再 评,"[{""aspect"": ""质量"", ""polarity"": 1}]","[('质量', 1)]","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",质量
电脑/办公,耳机线够长真是太好了。因为是面条耳机给人比较耐用不容易断掉的感觉。音质还不错暂时还没发现什么缺点挺好的。,耳 机 线 够 长 真 太 好 面 条 耳 机 人 耐 不 容 易 断 掉 感 觉 音 质 还 不 错 暂 时 还 没 发 现 什 缺 点 挺 好,"[{""aspect"": ""质量"", ""polarity"": 1}]","[('质量', 1)]","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",质量
电脑/办公,罗技的质量没得说但这款存在两大问题 1 鼠标整体偏小而且不符合人体工程学用一会手就很累。 2 左右键最前端都包在外边沿内很多时候都点到沿上了。 总体感觉感觉这款鼠标很垃圾第一次买罗技的鼠标就伤心了···,罗 技 质 量 没 说 款 存 两 大 问 题 1 鼠 标 整 体 偏 小 不 符 合 人 体 工 程 学 会 手 很 累 2 左 右 键 最 前 端 都 包 外 内 很 时 候 都 点 上 总 体 感 觉 感 觉 款 鼠 标 很 垃 圾 次 买 罗 技 鼠 标 伤 心,"[{""aspect"": ""描述"", ""polarity"": 0}]","[('描述', 0)]","0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0",描述
图书音像,简装的没有古籍的厚重感。,简 装 没 古 籍 厚 重 感,"[{""aspect"": ""包装"", ""polarity"": 0}]","[('包装', 0)]","0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0",包装
图书音像,非常非常好。值得收藏,非 常 非 常 好 值 收 藏,"[{""aspect"": ""价格"", ""polarity"": 1}]","[('价格', 1)]","0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0",价格
手机/数码,颜色、款式都很漂亮照相的效果也挺不错性价比蛮高的,颜 色 款 式 都 很 漂 亮 相 效 果 挺 不 错 性 价 蛮 高,"[{""aspect"": ""外观"", ""polarity"": 1}]","[('外观', 1)]","0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0",外观
其他,很喜欢几米的书。很有内涵很好看书保护的较完整书脊有一点点小破损。送货非常之快。很好,很 喜 欢 米 书 很 内 涵 很 好 看 书 保 护 完 整 书 脊 点 点 小 破 损 送 货 非 常 快 很 好,"[{""aspect"": ""包装"", ""polarity"": 0}, {""aspect"": ""外观"", ""polarity"": 1}]","[('包装', 0), ('外观', 1)]","0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0","包装,外观"
图书音像,新书保护得比较好没有破损。总之就是蛮好滴,新 书 保 护 好 没 破 损 总 蛮 好 滴,"[{""aspect"": ""包装"", ""polarity"": 0}]","[('包装', 0)]","0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0",包装
图书音像,真的很满意。纸张很好。包装很精细以后就在卓越买书了·,真 很 满 意 纸 张 很 好 包 装 很 精 细 后 卓 越 买 书,"[{""aspect"": ""做工"", ""polarity"": 1}]","[('做工', 1)]","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0",做工
其他,和图及描述一致质量很好可以入手。,图 描 述 致 质 量 很 好 入 手,"[{""aspect"": ""质量"", ""polarity"": 1}, {""aspect"": ""描述"", ""polarity"": 1}]","[('质量', 1), ('描述', 1)]","1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0","质量,描述"
图书音像,这本书很实用生活中经常用到十分喜欢。,书 很 实 生 活 中 常 十 分 喜 欢,"[{""aspect"": ""质量"", ""polarity"": 1}]","[('质量', 1)]","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",质量
图书音像,应该是正版纸张很好印刷很好字大很好看,应 正 版 纸 张 很 好 印 刷 很 好 字 大 很 好 看,"[{""aspect"": ""外观"", ""polarity"": 1}]","[('外观', 1)]","0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0",外观
家居生活,老婆喜欢对得起这个价,老 婆 喜 欢 价,"[{""aspect"": ""价格"", ""polarity"": 1}]","[('价格', 1)]","0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0",价格
鞋类箱包,这包性价比高 但面料较硬 整体来说还是很不错的选择,包 性 价 高 面 料 硬 整 体 说 还 很 不 错 选 择,"[{""aspect"": ""价格"", ""polarity"": 1}]","[('价格', 1)]","0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0",价格
图书音像,书的质量不错包装下次建议用纸盒。,书 质 量 不 错 包 装 下 次 建 议 纸 盒,"[{""aspect"": ""质量"", ""polarity"": 1}]","[('质量', 1)]","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",质量
图书音像,快递服务好赞一个,快 递 服 务 好 赞,"[{""aspect"": ""服务"", ""polarity"": 1}]","[('服务', 1)]","0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0",服务
家用电器,货3天就到了和描述一样就是觉得小了点,货 3 天 描 述 样 觉 小 点,"[{""aspect"": ""描述"", ""polarity"": 1}]","[('描述', 1)]","0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0",描述
图书音像,速度不慢但包装的书盒被压变形了,速 度 不 慢 包 装 书 盒 压 变 形,"[{""aspect"": ""质量"", ""polarity"": 0}, {""aspect"": ""包装"", ""polarity"": 0}]","[('质量', 0), ('包装', 0)]","0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0","质量,包装"
美妆个护,感觉应该是正品买了二只装正和朋友一起用还不错也比超市便宜一些,感 觉 应 正 品 买 二 只 装 正 朋 友 还 不 错 超 市 便 宜 些,"[{""aspect"": ""价格"", ""polarity"": 1}]","[('价格', 1)]","0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0",价格
电脑/办公,便宜使用方便已经买第二个了很好我会介绍我身边的每个朋友去享有棒极了,便 宜 使 方 便 已 买 二 很 好 会 介 绍 身 朋 友 去 享 棒 极,"[{""aspect"": ""价格"", ""polarity"": 1}]","[('价格', 1)]","0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0",价格
图书音像,一分价钱一分货也就这样了。,分 价 钱 分 货 样,"[{""aspect"": ""价格"", ""polarity"": 1}]","[('价格', 1)]","0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0",价格
图书音像,刚开始看了没几页但是相信Excel Home出品的品质绝对有保证,刚 开 始 看 没 页 相 信 Excel Home 出 品 品 质 绝 保 证,"[{""aspect"": ""质量"", ""polarity"": 1}]","[('质量', 1)]","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",质量
电脑/办公,不错打印快质量好不知道可以打印多少页拭目以待。还有墨无法被官网识别说是假的。,不 错 印 快 质 量 好 不 知 道 印 少 页 拭 目 还 墨 无 法 官 网 识 说 假,"[{""aspect"": ""质量"", ""polarity"": 1}]","[('质量', 1)]","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",质量
图书音像,听朋友介绍所以就买了这本书挺好看的很有感悟的书,听 朋 友 介 绍 买 书 挺 好 看 很 感 悟 书,"[{""aspect"": ""外观"", ""polarity"": 1}]","[('外观', 1)]","0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0",外观
图书音像,故事本身挺好看的但是对于我们班的学生不适用啊。。。。,事 身 挺 好 看 班 学 生 不 适,"[{""aspect"": ""外观"", ""polarity"": 1}]","[('外观', 1)]","0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0",外观
图书音像,书不错 图画好看每页几句话 简单有趣CD也好听。 就是发货等了几天 但是快递给力 而且风雨无阻 值得赞扬,书 不 错 图 画 好 看 页 句 话 简 单 趣 CD 好 听 发 货 天 快 递 力 风 雨 无 阻 值 赞 扬,"[{""aspect"": ""外观"", ""polarity"": 1}]","[('外观', 1)]","0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0",外观
图书音像,书皮是比较硬的纸质正文的纸质有点点粗糙不属于光滑的那种。,书 皮 硬 纸 质 正 文 纸 质 点 点 粗 糙 不 属 光 滑,"[{""aspect"": ""做工"", ""polarity"": 0}]","[('做工', 0)]","0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0",做工
