评论内容_clean,tokens_jieba,text_clean_jieba,tokens_char,text_clean_char,类别,attributes
第一次用无线键盘 用途主要是上网聊天为主 键程超短和笔记本巧克力键盘一样敲击感很强 手感因人而异我觉得不错 方向键太小 数字小键盘区域回车太大没有必要 应该只占一个键位 然后方向键就可以右移 shift键的尺寸太奢侈。。。应该缩短23 方向键就可以原尺寸了 另外说一下工艺问题 铝合金是比较漂亮 但边缘还是比较锋利的触摸有轻微刮手感 应该打磨成弧形 接收器可以放进电池仓方便携带这个设计好 至于键盘的质量问题就有待时间检验了 总的来说比较满意,"[""第一次"", ""无线"", ""键盘"", ""用途"", ""主要"", ""上网"", ""聊天"", ""为主"", ""键程"", ""超短"", ""笔记本"", ""巧克力"", ""键盘"", ""敲击"", ""感"", ""很"", ""强"", ""手感"", ""因人而异"", ""觉得"", ""不错"", ""方向键"", ""太小"", ""数字"", ""小键盘"", ""区域"", ""回车"", ""太"", ""大"", ""没有"", ""必要"", ""应该"", ""只"", ""占"", ""键位"", ""方向键"", ""右移"", ""shift"", ""键"", ""尺寸"", ""太"", ""奢侈"", ""应该"", ""缩短"", ""23"", ""方向键"", ""原"", ""尺寸"", ""说"", ""一下"", ""工艺"", ""问题"", ""铝合金"", ""比较"", ""漂亮"", ""边缘"", ""比较"", ""锋利"", ""触摸"", ""轻微"", ""刮"", ""手感"", ""应该"", ""打磨"", ""成"", ""弧形"", ""接收器"", ""放进"", ""电池"", ""仓"", ""方便"", ""携带"", ""设计"", ""好"", ""键盘"", ""质量"", ""问题"", ""有待"", ""时间"", ""检验"", ""比较满意""]",第一次 无线 键盘 用途 主要 上网 聊天 为主 键程 超短 笔记本 巧克力 键盘 敲击 感 很 强 手感 因人而异 觉得 不错 方向键 太小 数字 小键盘 区域 回车 太 大 没有 必要 应该 只 占 键位 方向键 右移 shift 键 尺寸 太 奢侈 应该 缩短 23 方向键 原 尺寸 说 一下 工艺 问题 铝合金 比较 漂亮 边缘 比较 锋利 触摸 轻微 刮 手感 应该 打磨 成 弧形 接收器 放进 电池 仓 方便 携带 设计 好 键盘 质量 问题 有待 时间 检验 比较满意,"[""次"", ""无"", ""线"", ""键"", ""盘"", ""途"", ""主"", ""上"", ""网"", ""聊"", ""天"", ""主"", ""键"", ""程"", ""超"", ""短"", ""笔"", ""记"", ""巧"", ""克"", ""力"", ""键"", ""盘"", ""样"", ""敲"", ""击"", ""感"", ""很"", ""强"", ""手"", ""感"", ""人"", ""异"", ""觉"", ""不"", ""错"", ""方"", ""键"", ""太"", ""小"", ""数"", ""字"", ""小"", ""键"", ""盘"", ""区"", ""域"", ""回"", ""车"", ""太"", ""大"", ""没"", ""必"", ""应"", ""只"", ""占"", ""键"", ""位"", ""然"", ""后"", ""方"", ""键"", ""右"", ""移"", ""shift"", ""键"", ""尺"", ""寸"", ""太"", ""奢"", ""侈"", ""应"", ""缩"", ""短"", ""23"", ""方"", ""键"", ""原"", ""尺"", ""寸"", ""外"", ""说"", ""下"", ""工"", ""艺"", ""问"", ""题"", ""铝"", ""合"", ""金"", ""漂"", ""亮"", ""缘"", ""还"", ""锋"", ""利"", ""触"", ""摸"", ""轻"", ""微"", ""刮"", ""手"", ""感"", ""应"", ""磨"", ""成"", ""弧"", ""形"", ""接"", ""收"", ""器"", ""放"", ""进"", ""电"", ""池"", ""仓"", ""方"", ""便"", ""携"", ""带"", ""设"", ""计"", ""好"", ""键"", ""盘"", ""质"", ""量"", ""问"", ""题"", ""时"", ""间"", ""检"", ""验"", ""总"", ""说"", ""满"", ""意""]",次 无 线 键 盘 途 主 上 网 聊 天 主 键 程 超 短 笔 记 巧 克 力 键 盘 样 敲 击 感 很 强 手 感 人 异 觉 不 错 方 键 太 小 数 字 小 键 盘 区 域 回 车 太 大 没 必 应 只 占 键 位 然 后 方 键 右 移 shift 键 尺 寸 太 奢 侈 应 缩 短 23 方 键 原 尺 寸 外 说 下 工 艺 问 题 铝 合 金 漂 亮 缘 还 锋 利 触 摸 轻 微 刮 手 感 应 磨 成 弧 形 接 收 器 放 进 电 池 仓 方 便 携 带 设 计 好 键 盘 质 量 问 题 时 间 检 验 总 说 满 意,"[{""类别"": ""电脑/办公"", ""类别ID"": 1}]","[{""aspect"": ""外观"", ""polarity"": 1}]"
刚收到比想像中要漂亮.关键是价廉物美比上一个N3还要便宜才49.没想到刚一看涨到55了.窃喜.....,"[""刚"", ""收到"", ""想像中"", ""漂亮"", ""."", ""关键"", ""价廉物美"", ""比上"", ""N3"", ""还要"", ""便宜"", ""才"", ""49"", ""."", ""没想到"", ""刚一"", ""看涨"", ""55"", ""."", ""窃喜"", "".....""]",刚 收到 想像中 漂亮 . 关键 价廉物美 比上 N3 还要 便宜 才 49 . 没想到 刚一 看涨 55 . 窃喜 .....,"[""刚"", ""收"", ""想"", ""中"", ""漂"", ""亮"", ""关"", ""键"", ""价"", ""廉"", ""物"", ""美"", ""上"", ""N"", ""3"", ""还"", ""便"", ""宜"", ""才"", ""49"", ""没"", ""想"", ""刚"", ""看"", ""涨"", ""55"", ""窃"", ""喜""]",刚 收 想 中 漂 亮 关 键 价 廉 物 美 上 N 3 还 便 宜 才 49 没 想 刚 看 涨 55 窃 喜,"[{""类别"": ""电脑/办公"", ""类别ID"": 1}]","[{""aspect"": ""价格"", ""polarity"": 1}, {""aspect"": ""外观"", ""polarity"": 1}]"
看批号11年的除了不新鲜以外补贴的进口中文标签什么的都有。最主要是包装、质地、味道什么的都和我以前代购的一模一样所以确定是正品。第一次在亚马逊上买护肤品先试两个便宜的确定正品以后会长期购入其他的。,"[""看"", ""批号"", ""11"", ""年"", ""不"", ""新鲜"", ""以外"", ""补贴"", ""进口"", ""中文"", ""标签"", ""都"", ""最"", ""主要"", ""包装"", ""质地"", ""味道"", ""都"", ""以前"", ""代购"", ""一模一样"", ""确定"", ""正品"", ""第一次"", ""亚马逊"", ""上"", ""买"", ""护肤品"", ""先试"", ""两个"", ""便宜"", ""确定"", ""正品"", ""以后"", ""会"", ""长期"", ""购入""]",看 批号 11 年 不 新鲜 以外 补贴 进口 中文 标签 都 最 主要 包装 质地 味道 都 以前 代购 一模一样 确定 正品 第一次 亚马逊 上 买 护肤品 先试 两个 便宜 确定 正品 以后 会 长期 购入,"[""看"", ""批"", ""号"", ""11"", ""年"", ""不"", ""新"", ""鲜"", ""外"", ""补"", ""贴"", ""进"", ""口"", ""中"", ""文"", ""标"", ""签"", ""什"", ""都"", ""最"", ""主"", ""包"", ""装"", ""质"", ""味"", ""道"", ""什"", ""都"", ""前"", ""代"", ""购"", ""模"", ""样"", ""确"", ""定"", ""正"", ""品"", ""次"", ""亚"", ""马"", ""逊"", ""上"", ""买"", ""护"", ""肤"", ""品"", ""先"", ""试"", ""两"", ""便"", ""宜"", ""确"", ""定"", ""正"", ""品"", ""后"", ""会"", ""长"", ""期"", ""购"", ""入""]",看 批 号 11 年 不 新 鲜 外 补 贴 进 口 中 文 标 签 什 都 最 主 包 装 质 味 道 什 都 前 代 购 模 样 确 定 正 品 次 亚 马 逊 上 买 护 肤 品 先 试 两 便 宜 确 定 正 品 后 会 长 期 购 入,"[{""类别"": ""美妆个护"", ""类别ID"": 3}]","[{""aspect"": ""价格"", ""polarity"": 1}]"
便宜但是有折痕装订不整齐书的内容比较不错每天睡觉前面看一点,"[""便宜"", ""折痕"", ""装订"", ""不"", ""整齐"", ""书"", ""内容"", ""比较"", ""不错"", ""每天"", ""睡觉"", ""前面"", ""看"", ""一点""]",便宜 折痕 装订 不 整齐 书 内容 比较 不错 每天 睡觉 前面 看 一点,"[""便"", ""宜"", ""折"", ""痕"", ""装"", ""订"", ""不"", ""整"", ""齐"", ""书"", ""内"", ""容"", ""不"", ""错"", ""天"", ""睡"", ""觉"", ""前"", ""面"", ""看"", ""点""]",便 宜 折 痕 装 订 不 整 齐 书 内 容 不 错 天 睡 觉 前 面 看 点,"[{""类别"": ""母婴/玩具"", ""类别ID"": 7}]","[{""aspect"": ""价格"", ""polarity"": 1}]"
很不错的 纸张也很好看,"[""很"", ""不错"", ""纸张"", ""很"", ""好看""]",很 不错 纸张 很 好看,"[""很"", ""不"", ""错"", ""纸"", ""张"", ""很"", ""好"", ""看""]",很 不 错 纸 张 很 好 看,"[{""类别"": ""图书音像"", ""类别ID"": 0}]","[{""aspect"": ""外观"", ""polarity"": 1}]"
很好看值得推荐好评,"[""很"", ""好看"", ""值得"", ""推荐"", ""好评""]",很 好看 值得 推荐 好评,"[""很"", ""好"", ""看"", ""值"", ""推"", ""荐"", ""好"", ""评""]",很 好 看 值 推 荐 好 评,"[{""类别"": ""图书音像"", ""类别ID"": 0}]","[{""aspect"": ""外观"", ""polarity"": 1}]"
书很好帮同事的小孩买的中学生课外书很实惠送货也很快。,"[""书"", ""很"", ""好"", ""帮"", ""同事"", ""小孩"", ""买"", ""中学生"", ""课外书"", ""很"", ""实惠"", ""送货"", ""很快""]",书 很 好 帮 同事 小孩 买 中学生 课外书 很 实惠 送货 很快,"[""书"", ""很"", ""好"", ""帮"", ""事"", ""小"", ""孩"", ""买"", ""中"", ""学"", ""生"", ""课"", ""外"", ""书"", ""很"", ""实"", ""惠"", ""送"", ""货"", ""很"", ""快""]",书 很 好 帮 事 小 孩 买 中 学 生 课 外 书 很 实 惠 送 货 很 快,"[{""类别"": ""图书音像"", ""类别ID"": 0}]","[{""aspect"": ""价格"", ""polarity"": 1}]"
如果你不用心去读那么好书也帮不了你。 “最佳三本书之一”你以为大家有眼无珠都看错了 自己的经历交易的经验用心的感悟才能照见思想的深刻。 一切的一切都需要人生经验的返照。 是你还有这本书共同体现这思想的深刻不是这本书。不要把你置之度外。 没有谁替你完成思想的感悟。 本书第三章已揭示成功一点的秘密又有几人认为是秘密简单的深刻又有几人认为是深刻 没有三年以上的交易经历你不会认为简单的思想是体现真理的思想。谁肤浅可能性最大的是自己。 好书。不是你理解不了就黯然失色。 “反复阅读此书你就不会赔钱”我相信。,"[""不"", ""用心"", ""去"", ""读"", ""好书"", ""帮不了"", ""最佳"", ""三"", ""本书"", ""以为"", ""大家"", ""有眼无珠"", ""都"", ""看"", ""错"", ""经历"", ""交易"", ""经验"", ""用心"", ""感悟"", ""才能"", ""照见"", ""思想"", ""深刻"", ""都"", ""需要"", ""人生"", ""经验"", ""返照"", ""本书"", ""共同"", ""体现"", ""思想"", ""深刻"", ""不是"", ""本书"", ""不要"", ""置之度外"", ""没有"", ""完成"", ""思想"", ""感悟"", ""本书"", ""第三章"", ""已"", ""揭示"", ""成功"", ""一点"", ""秘密"", ""几人"", ""认为"", ""秘密"", ""简单"", ""深刻"", ""几人"", ""认为"", ""深刻"", ""没有"", ""三年"", ""以上"", ""交易"", ""经历"", ""不会"", ""认为"", ""简单"", ""思想"", ""体现"", ""真理"", ""思想"", ""肤浅"", ""可能性"", ""最大"", ""好书"", ""不是"", ""理解"", ""不了"", ""黯然失色"", ""反复"", ""阅读"", ""此书"", ""不会"", ""赔钱"", ""相信""]",不 用心 去 读 好书 帮不了 最佳 三 本书 以为 大家 有眼无珠 都 看 错 经历 交易 经验 用心 感悟 才能 照见 思想 深刻 都 需要 人生 经验 返照 本书 共同 体现 思想 深刻 不是 本书 不要 置之度外 没有 完成 思想 感悟 本书 第三章 已 揭示 成功 一点 秘密 几人 认为 秘密 简单 深刻 几人 认为 深刻 没有 三年 以上 交易 经历 不会 认为 简单 思想 体现 真理 思想 肤浅 可能性 最大 好书 不是 理解 不了 黯然失色 反复 阅读 此书 不会 赔钱 相信,"[""果"", ""不"", ""心"", ""去"", ""读"", ""好"", ""书"", ""帮"", ""不"", ""最"", ""佳"", ""三"", ""书"", ""大"", ""家"", ""眼"", ""无"", ""珠"", ""都"", ""看"", ""错"", ""历"", ""交"", ""易"", ""验"", ""心"", ""感"", ""悟"", ""才"", ""见"", ""思"", ""想"", ""深"", ""刻"", ""切"", ""切"", ""都"", ""需"", ""人"", ""生"", ""验"", ""返"", ""还"", ""书"", ""共"", ""体"", ""现"", ""思"", ""想"", ""深"", ""刻"", ""不"", ""书"", ""不"", ""置"", ""度"", ""外"", ""没"", ""完"", ""成"", ""思"", ""想"", ""感"", ""悟"", ""书"", ""三"", ""章"", ""已"", ""揭"", ""示"", ""成"", ""功"", ""点"", ""秘"", ""密"", ""人"", ""认"", ""秘"", ""密"", ""简"", ""单"", ""深"", ""刻"", ""人"", ""认"", ""深"", ""刻"", ""没"", ""三"", ""年"", ""上"", ""交"", ""易"", ""历"", ""不"", ""会"", ""认"", ""简"", ""单"", ""思"", ""想"", ""体"", ""现"", ""真"", ""理"", ""思"", ""想"", ""肤"", ""浅"", ""性"", ""最"", ""大"", ""好"", ""书"", ""不"", ""理"", ""解"", ""不"", ""黯"", ""然"", ""失"", ""色"", ""反"", ""复"", ""阅"", ""读"", ""书"", ""不"", ""会"", ""赔"", ""钱"", ""相"", ""信""]",果 不 心 去 读 好 书 帮 不 最 佳 三 书 大 家 眼 无 珠 都 看 错 历 交 易 验 心 感 悟 才 见 思 想 深 刻 切 切 都 需 人 生 验 返 还 书 共 体 现 思 想 深 刻 不 书 不 置 度 外 没 完 成 思 想 感 悟 书 三 章 已 揭 示 成 功 点 秘 密 人 认 秘 密 简 单 深 刻 人 认 深 刻 没 三 年 上 交 易 历 不 会 认 简 单 思 想 体 现 真 理 思 想 肤 浅 性 最 大 好 书 不 理 解 不 黯 然 失 色 反 复 阅 读 书 不 会 赔 钱 相 信,"[{""类别"": ""图书音像"", ""类别ID"": 0}]","[{""aspect"": ""包装"", ""polarity"": 1}]"
对于这个价格来说非常值了性价比挺高的。唯一就是字真的太小了虽然我视力很好看着还是不习惯。准备重新买一套上下册字相对大些的。,"[""价格"", ""来说"", ""非常"", ""值"", ""性价比"", ""挺"", ""高"", ""唯一"", ""字"", ""真的"", ""太小"", ""视力"", ""很"", ""好"", ""看着"", ""不"", ""习惯"", ""准备"", ""重新"", ""买"", ""一套"", ""上下册"", ""字"", ""相对"", ""大些""]",价格 来说 非常 值 性价比 挺 高 唯一 字 真的 太小 视力 很 好 看着 不 习惯 准备 重新 买 一套 上下册 字 相对 大些,"[""价"", ""格"", ""说"", ""非"", ""常"", ""值"", ""性"", ""价"", ""挺"", ""高"", ""唯"", ""字"", ""真"", ""太"", ""小"", ""然"", ""视"", ""力"", ""很"", ""好"", ""看"", ""还"", ""不"", ""习"", ""惯"", ""准"", ""备"", ""重"", ""新"", ""买"", ""套"", ""上"", ""下"", ""册"", ""字"", ""相"", ""大"", ""些""]",价 格 说 非 常 值 性 价 挺 高 唯 字 真 太 小 然 视 力 很 好 看 还 不 习 惯 准 备 重 新 买 套 上 下 册 字 相 大 些,"[{""类别"": ""图书音像"", ""类别ID"": 0}]","[{""aspect"": ""外观"", ""polarity"": 1}]"
颜色很漂亮没有淘宝商城同样的厚不知道用起来怎么样,"[""颜色"", ""很漂亮"", ""没有"", ""淘宝"", ""商城"", ""同样"", ""厚"", ""不"", ""知道"", ""起来""]",颜色 很漂亮 没有 淘宝 商城 同样 厚 不 知道 起来,"[""颜"", ""色"", ""很"", ""漂"", ""亮"", ""没"", ""淘"", ""宝"", ""商"", ""城"", ""样"", ""厚"", ""不"", ""知"", ""道"", ""样""]",颜 色 很 漂 亮 没 淘 宝 商 城 样 厚 不 知 道 样,"[{""类别"": ""家居生活"", ""类别ID"": 5}]","[{""aspect"": ""外观"", ""polarity"": 1}]"
内容好看虽然是全英但是看的很快很流畅呢,"[""内容"", ""好看"", ""全英"", ""看"", ""很快"", ""很"", ""流畅""]",内容 好看 全英 看 很快 很 流畅,"[""内"", ""容"", ""好"", ""看"", ""然"", ""全"", ""英"", ""看"", ""很"", ""快"", ""很"", ""流"", ""畅""]",内 容 好 看 然 全 英 看 很 快 很 流 畅,"[{""类别"": ""图书音像"", ""类别ID"": 0}]","[{""aspect"": ""外观"", ""polarity"": 1}]"
不好看写的都是废话,"[""不"", ""好看"", ""写"", ""都"", ""废话""]",不 好看 写 都 废话,"[""不"", ""好"", ""看"", ""写"", ""都"", ""废"", ""话""]",不 好 看 写 都 废 话,"[{""类别"": ""图书音像"", ""类别ID"": 0}]","[{""aspect"": ""外观"", ""polarity"": 1}]"
出了实体书之后烽火很是删除了一些情节导致这本书有的地方是不连贯的。本来烽火就喜欢挖坑现在更是一个大坑,"[""出"", ""实体书"", ""之后"", ""烽火"", ""很"", ""删除"", ""情节"", ""导致"", ""本书"", ""地方"", ""不连贯"", ""本来"", ""烽火"", ""喜欢"", ""挖坑"", ""现在"", ""更是"", ""大坑""]",出 实体书 之后 烽火 很 删除 情节 导致 本书 地方 不连贯 本来 烽火 喜欢 挖坑 现在 更是 大坑,"[""出"", ""实"", ""体"", ""书"", ""后"", ""烽"", ""火"", ""很"", ""删"", ""些"", ""情"", ""节"", ""导"", ""致"", ""书"", ""方"", ""不"", ""贯"", ""烽"", ""火"", ""喜"", ""欢"", ""挖"", ""坑"", ""现"", ""更"", ""大"", ""坑""]",出 实 体 书 后 烽 火 很 删 些 情 节 导 致 书 方 不 贯 烽 火 喜 欢 挖 坑 现 更 大 坑,"[{""类别"": ""图书音像"", ""类别ID"": 0}]","[{""aspect"": ""价格"", ""polarity"": 0}]"
书籍质量很好内容很贴近雅思考试很实用,"[""书籍"", ""质量"", ""很"", ""好"", ""内容"", ""很"", ""贴近"", ""雅思考试"", ""很"", ""实用""]",书籍 质量 很 好 内容 很 贴近 雅思考试 很 实用,"[""书"", ""籍"", ""质"", ""量"", ""很"", ""好"", ""内"", ""容"", ""很"", ""贴"", ""近"", ""雅"", ""思"", ""考"", ""试"", ""很"", ""实""]",书 籍 质 量 很 好 内 容 很 贴 近 雅 思 考 试 很 实,"[{""类别"": ""图书音像"", ""类别ID"": 0}]","[{""aspect"": ""质量"", ""polarity"": 1}]"
拿到卡看了看包装不错是真品,"[""拿到"", ""卡看"", ""看"", ""包装"", ""不错"", ""真品""]",拿到 卡看 看 包装 不错 真品,"[""卡"", ""看"", ""看"", ""包"", ""装"", ""不"", ""错"", ""真"", ""品""]",卡 看 看 包 装 不 错 真 品,"[{""类别"": ""电脑/办公"", ""类别ID"": 1}]","[{""aspect"": ""包装"", ""polarity"": 1}]"
这本书的翻译真的很好真实、贴切内容也很好通俗易懂又不失严谨学企业风险管理的一定要好好看看,"[""本书"", ""翻译"", ""真的"", ""很"", ""好"", ""真实"", ""贴切"", ""内容"", ""很"", ""好"", ""通俗易懂"", ""不失"", ""严谨"", ""学"", ""企业"", ""风险管理"", ""一定"", ""好好"", ""看看""]",本书 翻译 真的 很 好 真实 贴切 内容 很 好 通俗易懂 不失 严谨 学 企业 风险管理 一定 好好 看看,"[""书"", ""翻"", ""译"", ""真"", ""很"", ""好"", ""真"", ""实"", ""贴"", ""切"", ""内"", ""容"", ""很"", ""好"", ""通"", ""俗"", ""易"", ""懂"", ""不"", ""失"", ""严"", ""谨"", ""学"", ""企"", ""业"", ""风"", ""险"", ""理"", ""定"", ""好"", ""好"", ""看"", ""看""]",书 翻 译 真 很 好 真 实 贴 切 内 容 很 好 通 俗 易 懂 不 失 严 谨 学 企 业 风 险 理 定 好 好 看 看,"[{""类别"": ""图书音像"", ""类别ID"": 0}]","[{""aspect"": ""外观"", ""polarity"": 1}]"
